"Country" "ccode" "Year" "Party_Regime" "Party" "Year_Founded" "Party_Age" "Year_in_Power" "Last_Year_of_Power" "Power_Change" "Competition" "Origin" "How_Power_Gained" "How_Power_Ended" "Democracy_Year_After" "Accession_to_Democracy" "Power_from_Independence" "Renaming" "Evolution" "Marxist" "Military" "Monarchy" "Violence" "Occupation" "Compet_Auth" "Compet_Parties" "Last_Before_Dem" "Next_Dem_Year" "Dem_Remains" "Dem_Competitive" "Dem_Power" "Dem_Remains_Any" "Dem_Competitive_Any" "Dem_Power_Any" "Dem_Years_Remains" "Dem_Years_Competitive" "Dem_Years_Power" "Military_Ally" "Governance" "Favors_Ethnic"
"1668" "Egypt" 651 1951 0 "N" NA NA 1922 "1951" 2 NA NA NA NA 0 0 NA NA NA NA 0 1 0 0 1 "Wafd Party, Liberal Constitutional Party, Saadist Institutional Party" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1669" "Egypt" 651 1952 0 "N" NA NA 1952 "1953" 0 NA NA NA NA 0 0 NA NA NA NA 1 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1670" "Egypt" 651 1953 0 "N" NA NA 1952 "1953" 1 NA NA NA NA 0 0 NA NA NA NA 1 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1671" "Egypt" 651 1954 1 "Liberation Rally / National Union / Arab Socialist Union" 1952 2 1954 "1977" 0 0 "Dictator-Created" "Dictator-Created" "Dictator-Supported" 0 0 0 "1956, 1962" 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1672" "Egypt" 651 1955 1 "Liberation Rally / National Union / Arab Socialist Union" 1952 3 1954 "1977" 0 0 "Dictator-Created" "Dictator-Created" "Dictator-Supported" 0 0 0 "1956, 1962" 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1673" "Egypt" 651 1956 1 "Liberation Rally / National Union / Arab Socialist Union" 1952 4 1954 "1977" 0 0 "Dictator-Created" "Dictator-Created" "Dictator-Supported" 0 0 0 "1956, 1962" 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1674" "Egypt" 651 1957 1 "Liberation Rally / National Union / Arab Socialist Union" 1952 5 1954 "1977" 0 0 "Dictator-Created" "Dictator-Created" "Dictator-Supported" 0 0 0 "1956, 1962" 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1675" "Egypt" 651 1958 1 "Liberation Rally / National Union / Arab Socialist Union" 1952 6 1954 "1977" 0 0 "Dictator-Created" "Dictator-Created" "Dictator-Supported" 0 0 0 "1956, 1962" 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1676" "Egypt" 651 1959 1 "Liberation Rally / National Union / Arab Socialist Union" 1952 7 1954 "1977" 0 0 "Dictator-Created" "Dictator-Created" "Dictator-Supported" 0 0 0 "1956, 1962" 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1677" "Egypt" 651 1960 1 "Liberation Rally / National Union / Arab Socialist Union" 1952 8 1954 "1977" 0 0 "Dictator-Created" "Dictator-Created" "Dictator-Supported" 0 0 0 "1956, 1962" 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1678" "Egypt" 651 1961 1 "Liberation Rally / National Union / Arab Socialist Union" 1952 9 1954 "1977" 0 0 "Dictator-Created" "Dictator-Created" "Dictator-Supported" 0 0 0 "1956, 1962" 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1679" "Egypt" 651 1962 1 "Liberation Rally / National Union / Arab Socialist Union" 1952 10 1954 "1977" 0 0 "Dictator-Created" "Dictator-Created" "Dictator-Supported" 0 0 0 "1956, 1962" 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1680" "Egypt" 651 1963 1 "Liberation Rally / National Union / Arab Socialist Union" 1952 11 1954 "1977" 0 0 "Dictator-Created" "Dictator-Created" "Dictator-Supported" 0 0 0 "1956, 1962" 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1681" "Egypt" 651 1964 1 "Liberation Rally / National Union / Arab Socialist Union" 1952 12 1954 "1977" 0 0 "Dictator-Created" "Dictator-Created" "Dictator-Supported" 0 0 0 "1956, 1962" 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1682" "Egypt" 651 1965 1 "Liberation Rally / National Union / Arab Socialist Union" 1952 13 1954 "1977" 0 0 "Dictator-Created" "Dictator-Created" "Dictator-Supported" 0 0 0 "1956, 1962" 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1683" "Egypt" 651 1966 1 "Liberation Rally / National Union / Arab Socialist Union" 1952 14 1954 "1977" 0 0 "Dictator-Created" "Dictator-Created" "Dictator-Supported" 0 0 0 "1956, 1962" 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1684" "Egypt" 651 1967 1 "Liberation Rally / National Union / Arab Socialist Union" 1952 15 1954 "1977" 0 0 "Dictator-Created" "Dictator-Created" "Dictator-Supported" 0 0 0 "1956, 1962" 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1685" "Egypt" 651 1968 1 "Liberation Rally / National Union / Arab Socialist Union" 1952 16 1954 "1977" 0 0 "Dictator-Created" "Dictator-Created" "Dictator-Supported" 0 0 0 "1956, 1962" 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1686" "Egypt" 651 1969 1 "Liberation Rally / National Union / Arab Socialist Union" 1952 17 1954 "1977" 0 0 "Dictator-Created" "Dictator-Created" "Dictator-Supported" 0 0 0 "1956, 1962" 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1687" "Egypt" 651 1970 1 "Liberation Rally / National Union / Arab Socialist Union" 1952 18 1954 "1977" 0 0 "Dictator-Created" "Dictator-Created" "Dictator-Supported" 0 0 0 "1956, 1962" 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1688" "Egypt" 651 1971 1 "Liberation Rally / National Union / Arab Socialist Union" 1952 19 1954 "1977" 0 0 "Dictator-Created" "Dictator-Created" "Dictator-Supported" 0 0 0 "1956, 1962" 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1689" "Egypt" 651 1972 1 "Liberation Rally / National Union / Arab Socialist Union" 1952 20 1954 "1977" 0 0 "Dictator-Created" "Dictator-Created" "Dictator-Supported" 0 0 0 "1956, 1962" 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1690" "Egypt" 651 1973 1 "Liberation Rally / National Union / Arab Socialist Union" 1952 21 1954 "1977" 0 0 "Dictator-Created" "Dictator-Created" "Dictator-Supported" 0 0 0 "1956, 1962" 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1691" "Egypt" 651 1974 1 "Liberation Rally / National Union / Arab Socialist Union" 1952 22 1954 "1977" 0 0 "Dictator-Created" "Dictator-Created" "Dictator-Supported" 0 0 0 "1956, 1962" 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1692" "Egypt" 651 1975 1 "Liberation Rally / National Union / Arab Socialist Union" 1952 23 1954 "1977" 0 1 "Dictator-Created" "Dictator-Created" "Dictator-Supported" 0 0 0 "1956, 1962" 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1693" "Egypt" 651 1976 1 "Liberation Rally / National Union / Arab Socialist Union" 1952 24 1954 "1977" 0 1 "Dictator-Created" "Dictator-Created" "Dictator-Supported" 0 0 0 "1956, 1962" 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1694" "Egypt" 651 1977 1 "Liberation Rally / National Union / Arab Socialist Union" 1952 25 1954 "1977" 1 1 "Dictator-Created" "Dictator-Created" "Dictator-Supported" 0 0 0 "1956, 1962" 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1695" "Egypt" 651 1978 1 "National Democratic Party (NDP) [Egypt]" 1978 0 1978 "2010" 0 1 "Dictator-Created/Split" "Dictator-Created" "Protests/Coup" 0 0 0 NA 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1696" "Egypt" 651 1979 1 "National Democratic Party (NDP) [Egypt]" 1978 1 1978 "2010" 0 1 "Dictator-Created/Split" "Dictator-Created" "Protests/Coup" 0 0 0 NA 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1697" "Egypt" 651 1980 1 "National Democratic Party (NDP) [Egypt]" 1978 2 1978 "2010" 0 1 "Dictator-Created/Split" "Dictator-Created" "Protests/Coup" 0 0 0 NA 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1698" "Egypt" 651 1981 1 "National Democratic Party (NDP) [Egypt]" 1978 3 1978 "2010" 0 1 "Dictator-Created/Split" "Dictator-Created" "Protests/Coup" 0 0 0 NA 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1699" "Egypt" 651 1982 1 "National Democratic Party (NDP) [Egypt]" 1978 4 1978 "2010" 0 1 "Dictator-Created/Split" "Dictator-Created" "Protests/Coup" 0 0 0 NA 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1700" "Egypt" 651 1983 1 "National Democratic Party (NDP) [Egypt]" 1978 5 1978 "2010" 0 1 "Dictator-Created/Split" "Dictator-Created" "Protests/Coup" 0 0 0 NA 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1701" "Egypt" 651 1984 1 "National Democratic Party (NDP) [Egypt]" 1978 6 1978 "2010" 0 1 "Dictator-Created/Split" "Dictator-Created" "Protests/Coup" 0 0 0 NA 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1702" "Egypt" 651 1985 1 "National Democratic Party (NDP) [Egypt]" 1978 7 1978 "2010" 0 1 "Dictator-Created/Split" "Dictator-Created" "Protests/Coup" 0 0 0 NA 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1703" "Egypt" 651 1986 1 "National Democratic Party (NDP) [Egypt]" 1978 8 1978 "2010" 0 1 "Dictator-Created/Split" "Dictator-Created" "Protests/Coup" 0 0 0 NA 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1704" "Egypt" 651 1987 1 "National Democratic Party (NDP) [Egypt]" 1978 9 1978 "2010" 0 1 "Dictator-Created/Split" "Dictator-Created" "Protests/Coup" 0 0 0 NA 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1705" "Egypt" 651 1988 1 "National Democratic Party (NDP) [Egypt]" 1978 10 1978 "2010" 0 1 "Dictator-Created/Split" "Dictator-Created" "Protests/Coup" 0 0 0 NA 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1706" "Egypt" 651 1989 1 "National Democratic Party (NDP) [Egypt]" 1978 11 1978 "2010" 0 1 "Dictator-Created/Split" "Dictator-Created" "Protests/Coup" 0 0 0 NA 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1707" "Egypt" 651 1990 1 "National Democratic Party (NDP) [Egypt]" 1978 12 1978 "2010" 0 1 "Dictator-Created/Split" "Dictator-Created" "Protests/Coup" 0 0 0 NA 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1708" "Egypt" 651 1991 1 "National Democratic Party (NDP) [Egypt]" 1978 13 1978 "2010" 0 1 "Dictator-Created/Split" "Dictator-Created" "Protests/Coup" 0 0 0 NA 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1709" "Egypt" 651 1992 1 "National Democratic Party (NDP) [Egypt]" 1978 14 1978 "2010" 0 1 "Dictator-Created/Split" "Dictator-Created" "Protests/Coup" 0 0 0 NA 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1710" "Egypt" 651 1993 1 "National Democratic Party (NDP) [Egypt]" 1978 15 1978 "2010" 0 1 "Dictator-Created/Split" "Dictator-Created" "Protests/Coup" 0 0 0 NA 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1711" "Egypt" 651 1994 1 "National Democratic Party (NDP) [Egypt]" 1978 16 1978 "2010" 0 1 "Dictator-Created/Split" "Dictator-Created" "Protests/Coup" 0 0 0 NA 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1712" "Egypt" 651 1995 1 "National Democratic Party (NDP) [Egypt]" 1978 17 1978 "2010" 0 1 "Dictator-Created/Split" "Dictator-Created" "Protests/Coup" 0 0 0 NA 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1713" "Egypt" 651 1996 1 "National Democratic Party (NDP) [Egypt]" 1978 18 1978 "2010" 0 1 "Dictator-Created/Split" "Dictator-Created" "Protests/Coup" 0 0 0 NA 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1714" "Egypt" 651 1997 1 "National Democratic Party (NDP) [Egypt]" 1978 19 1978 "2010" 0 1 "Dictator-Created/Split" "Dictator-Created" "Protests/Coup" 0 0 0 NA 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1715" "Egypt" 651 1998 1 "National Democratic Party (NDP) [Egypt]" 1978 20 1978 "2010" 0 1 "Dictator-Created/Split" "Dictator-Created" "Protests/Coup" 0 0 0 NA 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1716" "Egypt" 651 1999 1 "National Democratic Party (NDP) [Egypt]" 1978 21 1978 "2010" 0 1 "Dictator-Created/Split" "Dictator-Created" "Protests/Coup" 0 0 0 NA 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1717" "Egypt" 651 2000 1 "National Democratic Party (NDP) [Egypt]" 1978 22 1978 "2010" 0 1 "Dictator-Created/Split" "Dictator-Created" "Protests/Coup" 0 0 0 NA 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1718" "Egypt" 651 2001 1 "National Democratic Party (NDP) [Egypt]" 1978 23 1978 "2010" 0 1 "Dictator-Created/Split" "Dictator-Created" "Protests/Coup" 0 0 0 NA 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1719" "Egypt" 651 2002 1 "National Democratic Party (NDP) [Egypt]" 1978 24 1978 "2010" 0 1 "Dictator-Created/Split" "Dictator-Created" "Protests/Coup" 0 0 0 NA 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1720" "Egypt" 651 2003 1 "National Democratic Party (NDP) [Egypt]" 1978 25 1978 "2010" 0 1 "Dictator-Created/Split" "Dictator-Created" "Protests/Coup" 0 0 0 NA 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1721" "Egypt" 651 2004 1 "National Democratic Party (NDP) [Egypt]" 1978 26 1978 "2010" 0 1 "Dictator-Created/Split" "Dictator-Created" "Protests/Coup" 0 0 0 NA 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1722" "Egypt" 651 2005 1 "National Democratic Party (NDP) [Egypt]" 1978 27 1978 "2010" 0 1 "Dictator-Created/Split" "Dictator-Created" "Protests/Coup" 0 0 0 NA 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1723" "Egypt" 651 2006 1 "National Democratic Party (NDP) [Egypt]" 1978 28 1978 "2010" 0 1 "Dictator-Created/Split" "Dictator-Created" "Protests/Coup" 0 0 0 NA 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1724" "Egypt" 651 2007 1 "National Democratic Party (NDP) [Egypt]" 1978 29 1978 "2010" 0 1 "Dictator-Created/Split" "Dictator-Created" "Protests/Coup" 0 0 0 NA 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1725" "Egypt" 651 2008 1 "National Democratic Party (NDP) [Egypt]" 1978 30 1978 "2010" 0 1 "Dictator-Created/Split" "Dictator-Created" "Protests/Coup" 0 0 0 NA 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1726" "Egypt" 651 2009 1 "National Democratic Party (NDP) [Egypt]" 1978 31 1978 "2010" 0 1 "Dictator-Created/Split" "Dictator-Created" "Protests/Coup" 0 0 0 NA 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1727" "Egypt" 651 2010 1 "National Democratic Party (NDP) [Egypt]" 1978 32 1978 "2010" 2 1 "Dictator-Created/Split" "Dictator-Created" "Protests/Coup" 0 0 0 NA 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1728" "Egypt" 651 2011 0 "N" NA NA 2011 "2011" 1 NA NA NA NA 0 0 NA NA NA NA 1 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1729" "Egypt" 651 2012 1 "Freedom and Justice Party" 2011 1 2012 "2012" 2 1 "Elite Coalition" "Election" "Coup" 0 0 0 NA 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1730" "Egypt" 651 2013 0 "N" NA NA 2013 "N" 0 NA NA NA NA 0 0 NA NA NA NA 1 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1731" "Egypt" 651 2014 0 "N" NA NA 2013 "N" 0 NA NA NA NA 0 0 NA NA NA NA 1 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1732" "Egypt" 651 2015 0 "N" NA NA 2013 "N" 0 NA NA NA NA 0 0 NA NA NA NA 1 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1733" "El Salvador" 92 1931 1 "National Pro-Patria Party" 1931 0 1931 "1944" 0 0 "Dictator-Created" "Dictator-Created" "Protests/Coup" 0 0 0 NA 0 0 0 0 0 0 0 NA 0 1984 0 0 0 0 0 0 NA NA NA NA NA 0
"1734" "El Salvador" 92 1932 1 "National Pro-Patria Party" 1931 1 1931 "1944" 0 0 "Dictator-Created" "Dictator-Created" "Protests/Coup" 0 0 0 NA 0 0 0 0 0 0 0 NA 0 1984 0 0 0 0 0 0 NA NA NA NA NA 0
"1735" "El Salvador" 92 1933 1 "National Pro-Patria Party" 1931 2 1931 "1944" 0 0 "Dictator-Created" "Dictator-Created" "Protests/Coup" 0 0 0 NA 0 0 0 0 0 0 0 NA 0 1984 0 0 0 0 0 0 NA NA NA NA NA 0
"1736" "El Salvador" 92 1934 1 "National Pro-Patria Party" 1931 3 1931 "1944" 0 0 "Dictator-Created" "Dictator-Created" "Protests/Coup" 0 0 0 NA 0 0 0 0 0 0 0 NA 0 1984 0 0 0 0 0 0 NA NA NA NA NA 0
"1737" "El Salvador" 92 1935 1 "National Pro-Patria Party" 1931 4 1931 "1944" 0 0 "Dictator-Created" "Dictator-Created" "Protests/Coup" 0 0 0 NA 0 0 0 0 0 0 0 NA 0 1984 0 0 0 0 0 0 NA NA NA NA NA 0
"1738" "El Salvador" 92 1936 1 "National Pro-Patria Party" 1931 5 1931 "1944" 0 0 "Dictator-Created" "Dictator-Created" "Protests/Coup" 0 0 0 NA 0 0 0 0 0 0 0 NA 0 1984 0 0 0 0 0 0 NA NA NA NA NA 0
"1739" "El Salvador" 92 1937 1 "National Pro-Patria Party" 1931 6 1931 "1944" 0 0 "Dictator-Created" "Dictator-Created" "Protests/Coup" 0 0 0 NA 0 0 0 0 0 0 0 NA 0 1984 0 0 0 0 0 0 NA NA NA NA NA 0
"1740" "El Salvador" 92 1938 1 "National Pro-Patria Party" 1931 7 1931 "1944" 0 0 "Dictator-Created" "Dictator-Created" "Protests/Coup" 0 0 0 NA 0 0 0 0 0 0 0 NA 0 1984 0 0 0 0 0 0 NA NA NA NA NA 0
"1741" "El Salvador" 92 1939 1 "National Pro-Patria Party" 1931 8 1931 "1944" 0 0 "Dictator-Created" "Dictator-Created" "Protests/Coup" 0 0 0 NA 0 0 0 0 0 0 0 NA 0 1984 0 0 0 0 0 0 NA NA NA NA NA 0
"1742" "El Salvador" 92 1940 1 "National Pro-Patria Party" 1931 9 1931 "1944" 0 0 "Dictator-Created" "Dictator-Created" "Protests/Coup" 0 0 0 NA 0 0 0 0 0 0 0 NA 0 1984 0 0 0 0 0 0 NA NA NA NA NA 0
"1743" "El Salvador" 92 1941 1 "National Pro-Patria Party" 1931 10 1931 "1944" 0 0 "Dictator-Created" "Dictator-Created" "Protests/Coup" 0 0 0 NA 0 0 0 0 0 0 0 NA 0 1984 0 0 0 0 0 0 NA NA NA NA NA 0
"1744" "El Salvador" 92 1942 1 "National Pro-Patria Party" 1931 11 1931 "1944" 0 0 "Dictator-Created" "Dictator-Created" "Protests/Coup" 0 0 0 NA 0 0 0 0 0 0 0 NA 0 1984 0 0 0 0 0 0 NA NA NA NA NA 0
"1745" "El Salvador" 92 1943 1 "National Pro-Patria Party" 1931 12 1931 "1944" 0 0 "Dictator-Created" "Dictator-Created" "Protests/Coup" 0 0 0 NA 0 0 0 0 0 0 0 NA 0 1984 0 0 0 0 0 0 NA NA NA NA NA 0
"1746" "El Salvador" 92 1944 1 "National Pro-Patria Party" 1931 13 1931 "1944" 1 0 "Dictator-Created" "Dictator-Created" "Protests/Coup" 0 0 0 NA 0 0 0 0 0 0 0 NA 0 1984 0 0 0 0 0 0 NA NA NA NA NA 0
"1747" "El Salvador" 92 1945 1 "Unification Social Democratic Party" 1945 0 1945 "1947" 0 0 "Dictator-Created" "Dictator-Created" "Coup" 0 0 0 NA 1 0 0 0 0 0 0 NA 0 1984 0 0 0 0 0 0 NA NA NA NA NA 0
"1748" "El Salvador" 92 1946 1 "Unification Social Democratic Party" 1945 1 1945 "1947" 0 0 "Dictator-Created" "Dictator-Created" "Coup" 0 0 0 NA 1 0 0 0 0 0 0 NA 0 1984 0 0 0 0 0 0 NA NA NA NA NA 0
"1749" "El Salvador" 92 1947 1 "Unification Social Democratic Party" 1945 2 1945 "1947" 2 0 "Dictator-Created" "Dictator-Created" "Coup" 0 0 0 NA 1 0 0 0 0 0 0 NA 0 1984 0 0 0 0 0 0 NA NA NA NA NA 0
"1750" "El Salvador" 92 1948 0 "N" NA NA 1948 "1949" 0 NA NA NA NA 0 0 NA NA NA NA 1 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1751" "El Salvador" 92 1949 0 "N" NA NA 1948 "1949" 1 NA NA NA NA 0 0 NA NA NA NA 1 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1752" "El Salvador" 92 1950 1 "Revolutionary Party of Democratic Unification" 1945 5 1950 "1961" 0 0 "Military" "Military" "Coup" 0 0 0 NA 0 0 0 0 0 0 0 NA 0 1984 0 0 0 0 0 0 NA NA NA NA NA 0
"1753" "El Salvador" 92 1951 1 "Revolutionary Party of Democratic Unification" 1945 6 1950 "1961" 0 0 "Military" "Military" "Coup" 0 0 0 NA 0 0 0 0 0 0 0 NA 0 1984 0 0 0 0 0 0 NA NA NA NA NA 0
"1754" "El Salvador" 92 1952 1 "Revolutionary Party of Democratic Unification" 1945 7 1950 "1961" 0 0 "Military" "Military" "Coup" 0 0 0 NA 0 0 0 0 0 0 0 NA 0 1984 0 0 0 0 0 0 NA NA NA NA NA 0
"1755" "El Salvador" 92 1953 1 "Revolutionary Party of Democratic Unification" 1945 8 1950 "1961" 0 0 "Military" "Military" "Coup" 0 0 0 NA 0 0 0 0 0 0 0 NA 0 1984 0 0 0 0 0 0 NA NA NA NA NA 0
"1756" "El Salvador" 92 1954 1 "Revolutionary Party of Democratic Unification" 1945 9 1950 "1961" 0 0 "Military" "Military" "Coup" 0 0 0 NA 0 0 0 0 0 0 0 NA 0 1984 0 0 0 0 0 0 NA NA NA NA NA 0
"1757" "El Salvador" 92 1955 1 "Revolutionary Party of Democratic Unification" 1945 10 1950 "1961" 0 0 "Military" "Military" "Coup" 0 0 0 NA 0 0 0 0 0 0 0 NA 0 1984 0 0 0 0 0 0 NA NA NA NA NA 0
"1758" "El Salvador" 92 1956 1 "Revolutionary Party of Democratic Unification" 1945 11 1950 "1961" 0 0 "Military" "Military" "Coup" 0 0 0 NA 0 0 0 0 0 0 0 NA 0 1984 0 0 0 0 0 0 NA NA NA NA NA 0
"1759" "El Salvador" 92 1957 1 "Revolutionary Party of Democratic Unification" 1945 12 1950 "1961" 0 0 "Military" "Military" "Coup" 0 0 0 NA 0 0 0 0 0 0 0 NA 0 1984 0 0 0 0 0 0 NA NA NA NA NA 0
"1760" "El Salvador" 92 1958 1 "Revolutionary Party of Democratic Unification" 1945 13 1950 "1961" 0 0 "Military" "Military" "Coup" 0 0 0 NA 0 0 0 0 0 0 0 NA 0 1984 0 0 0 0 0 0 NA NA NA NA NA 0
"1761" "El Salvador" 92 1959 1 "Revolutionary Party of Democratic Unification" 1945 14 1950 "1961" 0 0 "Military" "Military" "Coup" 0 0 0 NA 0 0 0 0 0 0 0 NA 0 1984 0 0 0 0 0 0 NA NA NA NA NA 0
"1762" "El Salvador" 92 1960 1 "Revolutionary Party of Democratic Unification" 1945 15 1950 "1961" 0 0 "Military" "Military" "Coup" 0 0 0 NA 0 0 0 0 0 0 0 NA 0 1984 0 0 0 0 0 0 NA NA NA NA NA 0
"1763" "El Salvador" 92 1961 1 "Revolutionary Party of Democratic Unification" 1945 16 1950 "1961" 1 0 "Military" "Military" "Coup" 0 0 0 NA 0 0 0 0 0 0 0 NA 0 1984 0 0 0 0 0 0 NA NA NA NA NA 0
"1764" "El Salvador" 92 1962 1 "National Conciliation Party" 1961 1 1962 "1978" 0 1 "Military" "Military" "Coup" 0 0 0 NA 0 0 0 0 0 0 0 NA 0 1984 1 1 0 1 1 0 "1984-2015" "1984-2015" NA NA NA 0
"1765" "El Salvador" 92 1963 1 "National Conciliation Party" 1961 2 1962 "1978" 0 1 "Military" "Military" "Coup" 0 0 0 NA 0 0 0 0 0 0 0 NA 0 1984 1 1 0 1 1 0 "1984-2015" "1984-2015" NA NA NA 0
"1766" "El Salvador" 92 1964 1 "National Conciliation Party" 1961 3 1962 "1978" 0 1 "Military" "Military" "Coup" 0 0 0 NA 0 0 0 0 0 0 0 NA 0 1984 1 1 0 1 1 0 "1984-2015" "1984-2015" NA NA NA 0
"1767" "El Salvador" 92 1965 1 "National Conciliation Party" 1961 4 1962 "1978" 0 1 "Military" "Military" "Coup" 0 0 0 NA 0 0 0 0 0 0 0 NA 0 1984 1 1 0 1 1 0 "1984-2015" "1984-2015" NA NA NA 0
"1768" "El Salvador" 92 1966 1 "National Conciliation Party" 1961 5 1962 "1978" 0 1 "Military" "Military" "Coup" 0 0 0 NA 0 0 0 0 0 0 0 NA 0 1984 1 1 0 1 1 0 "1984-2015" "1984-2015" NA NA NA 0
